"גם פה ראש המפלגה שלך מתייחס לקורונה ? די לחרטט את הציבור.               וגם הגיע הזמן לשים סוף ליהירות של סמוטריץ על כלום ושום דבר, הכלומניק הזה לא עשה דבר מועיל אחד בחייו.",1
לא מזמן נתתי לניל תפוח מיובש ובזמן שהוא התחיל ללעוס אותו התחלתי לאכול פיצה שהייתה ליד. ניתן היה לראות את התסביך האדיפלי מתגבש במוח שלו בזמן אמת.,0
" חבורת "" רק לא ביבי""",0
אסור לפתוח.יש מוטציה. צריך להסגר בתוך הבית.אסור לצאת.איזה פחד:)...,2
"עשיתי הבוקר חיסון ראשון, חבל שאי אפשר להחזיר את הגלגל אחורה",2
להפסיק להשתמש בדאודורנט רגיל. לעבור לדאודורנט ללא אלומיניום. יש אומרים שיש קשר,0
"אז החלטתי לרכז בעמל רב - פרזנטציה של ״מסלול התעמולה״ לפרוייקט ״חיסון הילדים״ בישראל. זה פוסט חופר וארוך במיוחד, עם הרבה קישורים תומכים והוא לא נכנס בטוויטר בשום צורה, אז פרסמתי בפייסבוק. ואני אנסה רק לאמלק אותו כאן &gt;&gt;",2
"גם לך. עברתי את החיסון הראשון בינתיים, והכל אחלה. בסוף מצליחים להתחסן. חבל שמשגעים אותנו בדרך",1
את המטוס הזה צריך לתקוע עם האף באדמה והזנב בשמיים בחיריה.  אין מתאים מזה,0
הציוצים שלך כנגד כל מי שמנסה להביע איזו תהייה לגבי ההסכם עם פייזר אלימים. כתבתי שזה מפתיע שזה מגיע דווקא ממך כי אני מעריכה את התחקירים שלך. הבנת הנקרא... לא כל מי שמביע תהייה הוא מתנגד חיסונים. זה הכל. או שכבר אסור להביע דעה במדינה הזו?,2
"מאז הלחימה, ישראל מונעת מחולי סרטן בעזה להיכנס לקבלת טיפולים מצילי חיים",0
מי את בכלל ומה את עשית  למען המדינה ולא רק בקורונה? תיתבישי לך כפוית טובה,0
בימים האחרונים מתנגי החיסונים מפיצים בלי סוף פייק ניוז כאשר הם מודעים לחלוטין שמדובר בפייק. אני לא יודע מה בדיוק הסיפור אצלך אבל חשוב שתדעי שהזרם שלך מלא ברשעים שגרמו ליותר ממקרה מוות אחד.,1
לסיכום יש כאן שלושה סוגים של ראיות: א. תיעוד תמותה במערכות דיווח אחרי החיסון. ב. עליה בתמותה בסמוך להתחלת מבצעי החיסונים. ג. תיאור של המנגנונים הגורמים לתופעות הלוואי החמורות של החיסון.  9/9,2
כן ולא,0
אולי יש לך כוחות אנטי קורונה (:,1
הוא תיכנן הכל מראש,0
כל שקר המגיפה בתמונה אחת.,2
רונית תודה על העידכונים  הכל אצלך מדויק !!  תמשיכי לעדכן אותנו  תודה שבת שלום,0
"אם ניהול משבר הקורונה הוא הצלחה כה אדירה, הישג של ממש בקנה מידה עולמי שיש להתגאות בו, תתכבד הממשלה ותציג את ההוכחות לכך. אה, גונזים את הפרוטוקולים ל 30 שנה?",0
"עפי פרסומים זרים, החיסונים לסורים נראים לי דבר ראוי, המיליונים לרוסים קצת פחות.",0
צריך לראות מה קיבל מפייזר לכאורה עוד רופא עלוב נפש ששינה פתאום את דעתו ועל הדרך רוצה לסכן ילדים בחיסון שאין סיבה לעשותו כי הקורונה לא פוגעת בילדים!,2
"אז ככה, פרופ' קינן : הנגיף, קוביד 19, לא ידע שהוא איננו אמור להישאר מאחורי המסיכה. אם המסיכה הגנה עלייך מפני  RSV ושפעת - היתה אמורה לעשות זאת גם מול הקוביד. ועוד, אין שפעת בכל העולם ! ובהרבה מדינות לא כופים מסיכות החוץ, ולא קונסים את עברייני-הפרצוף- החשוף - בפארק ב 500 ש""ח",2
"ואחרי הקמפיין המאוד מוצלח והשיקרי של רצף שנות בצורת וישראל מתייבשת - בא הקמפיין היפה של הגז (מאות מיליארדים!) ושוב הלך הכסף לטייקונים ולנו אין גז ועכשיו קמפיין החיסונים ששוב מישהו גוזר ממנו קופון ומקדם אותו בכל המרץ. אותה שיטה. הפחדה, פוליטיקה ויחסי ציבור בכל הכוח.",2
"גנץ צודק, הסגר לא היה יעיל אף פעם , וגם עכשיו לא , חבל על הזמן, להתחיל לחיות עם הקורונה , לכו להתחסן",1
אם החיסון השני הוא הגורם המשמעותי לתחלואה הקיימת א. למה אף אחד מגורמי הבריאות לא מצהיר זאת? ב. בשביל מה ללכת ולהתחסן?,2
אתה רואה תסריט ריאלי של פלישה סינית לטאיוואן?,0
"תהום בין ה 2. נתחיל מזה שמיכל באמת עשתה דברים בחייה, פעלה נגד עושק הקשישים אמיתי בלי פחד מול איומים של מאפיה נגדה, פעלה למען זכויות קשישים, היתה מנכלית אמון הציבור גם שם עבדה קשה. אורלי לא עשתה כלום בחייה. בפוליטי המעבר של אורלי מקצה לקצה לא הגיוני. המעבר של מיכל הגיוני מאוד.",0
"לא יודע לגבי חיסונים, אבל אם הוא היה שווה קולות הוא כבר היה פה.",0
"לכל אלה שקוראים להם משוגעים, אחי הזכיר לי סיפור שסבתא שלנו סיפרה כל הזמן:  בזמן המלחמה ולפני שהגרמנים הגיעו לכפר שלהם (סיגט, טרנסילבניה) הגיע בחור יהודי, רזה מאוד ומלוכלך. הוא סיפר להם שברח מאושוויץ, וששם רוצחים את היהודים בגז ומעבידים אותם למוות. כל הכפר צחק עליו וקרא לו משוגע",2
בקיצור מזיינים את המוח בשביל לנעוץ מחטים בילדים. נשארו תותים? אני רוצה להכין ריבה.. ,2
"כדאי להתחסן בהיריון"" זה חדשות?",2
"ביום שבו הפסיקה המגיפה קיבלנו גזירה קשה לא פחות 💔😥 ל""ג בעומר לעולם לא יהיה אותו הדבר...😭",0
"זה היה לא היה בסדר גם בסגר הראשון, אבל ניחא ניתן להם להנות מהספק שלא ידעו עם מה מתמודדים למרות שלקראת הסגר הראשון כבר חזו ירידה, ההתנהלות הפושעת של משרד הבריאות היא המשך השימוש בכלי הזה, בוודאי שלא מטעמי בריאות הציבור. #איןאמוןבמשרדהבריאות",2
"עברתי קצת על הטוויטר שלכם. אתם דואגים לכתוב על מקרי אונס כשזה ערבי שאונס יהודיה. כל הכבוד! תמשיכו להעלות את המודעות לעניין הנוראי הזה. אגב, לא ראיתי דיווח שלכם על ירין שחף, החשוד באונס ילדה בת 13 במלונית קורונה. יש מצב שזה בגלל שהוא יהודי?",0
ברור שבמדע אתה לא מבין אז אסביר לך לאט כדי שאולי תקלוט לא הוכחה בינתיים שום יעילות של החיסון במניעת הדבקה ולכן אתה מפיץ קורונה כמו כל לא מחוסן ולכן 100 מחוסנים באותו מקום עדיין יכולים להדביק ולהידבק ובמשרד הבריאות מפחדים שתמות כשיש לך שברי אחוזים של סיכוי למות,2
אלמוג בוקר קיבל את מהדורת שישי המוקדמת באולפן בערוץ 13.  רק תאמרו לו בבקשה שלא צריך לדבר באותו הווליום של דיווח מהשטח בשדרות.,0
בתי באמסטרדם מתפלצת מקנאה. גם ללא חיסון...גם עוצר לילי ועוד....,0
"שוחחתי עם נשיא אוקראינה זלנסקי ודיברנו על שיתוף פעולה בחיסונים והכרה בדרכון הירוק הישראלי, כך שמחוסנים יוכלו לבקר בקרוב באוקראינה, כולל באומן.",1
כיף לנהל איתך שיחות,0
בדיוק מקשיבה לתחילת הדיונים של הוועדה המייעצת ל- FDA בבקשות ל- EUA לחיסונים לקוביד. גם היועץ מטעם ה-CDC משוכנע שאפשר. לטענתו זאת התפלגות הסיכון לתמותה מקוביד (סימנתי להדגשת החתך המדובר):,1
"שעתן היפה של כל נרקסיסט חולה שליטה, וכל פשיסט מצוי. כל הפסיכופטים יצאו מהחורים שלהם.",0
"נתניהו שואל שוב ושוב בראיונות מי עוד יצליח להביא חיסונים למדינת ישראל?  אם יורשה לי, התשובה די פשוטה: כל מי שיבחר לראשות הממשלה. למה? כי זאת העבודה שלו. שמחתי לעזור",1
Rellen in Baqa al-Gharbiya in noorden van Israël,0
"כמו כן, מיצ׳ל חזר לחטאפה במקומו של בורדאלס שחתם בוולנסיה",0
תבדוק מי עשה את המחקר מכון מחקר אוסטרלי שמזוהה ותורם לשמאל הקיצוני. זה גם מאוד הגיוני שאיטליה טיפלה בקורונה יותר טוב מישראל.,1
" נשמע שהטריק המעצבן הזה מייושם בכ""כ הרבה עניינים לאחרונה... קורונה, בחירות, בני גנץ...",0
"ממש ממש לא, להיפך, הקדוש ברוך הוא מראה שאם מישהו צריך למות לא יעזור 1000 חיסונים, כמעט כל מי שעלה להר הלילה היה מחוסן או מחלים",1
"בעזרת השם, נעבור במהרה את מגפת הקורונה! אני בטוח שעל קברו של הנגיף יניחו כמה פוליטיקאים זרי פרחים לזכרו!",1
" אתה מעדיף שרה שאומרת בישראל ,מדינה שיש בה ניצולי שואה ,""איפה שיש רכבות יש חיים ""?",0
שסער יזוז עם הונדטה שלו. יש פה מדינה והוא בשלו הלוזר,0
בחיים לא הייתי מנחשת,0
אתה בן אדם עצוב ומוגבל ואפילו הסובבים שלך צוחקים עליך. הם שולחים אותך להיות שהיד כדי להפתר ממך סוף סוף חחח טיפש,0
אז אנשים מפחדים ממה שאנחנו לא יודעים לגבי החיסון יותר מכפי שהם מפחדים ממה שאנחנו יודעים על המחלה עצמה.  דונאלד ראמספלד ראה את זה לפני 20 שנה.,1
"זה ציבור המצביעים שלך אכן, נורא ואיום מי היה מאמין שאחרי שנים של הסתה אנשים יבצעו לינץ' בערבים?",0
גם כשאת אומרת להם מה עובר עלייך הם מתעלמות פאן,0
אני אגב הייתי שואל שאלה רחבה יותר: מה דעתך על חנינה לאישי ציבור שהורשעו בעבירות שיש עימן קלון כמו למשל שוחד מרמה והפרת אמונים,0
האמת? אני מעדיף להקשיב לכלב של השכנים משלשל בשדרה מאחורי הבניין,0
"הראיון של בורלא והמחמאות לנתניהו, זה שובר השיוויון של הבחירות הללו.  נתניהו ״האובססיבי״ דאג לחיסונים יותר מכל מנהיג אחר בעולם !!! מול יאיר לפיד, עם האמירה: ״קופסה של 5 חיסונים בינואר״.  ולכן, נתניהו ייקבל את אמון הציבור ב 23/03",1
כי המוטציה ההודית עמידה בפני החיסון של פייזר,2
"Here's one fresh video, m'lady.",0
"פרופסור לוי מבקש להמציא את הרפואה מחדש. ""הסכנה במחלה"" אצל ילדים אינה קיימת. הסכנה מהחיסון גבוהה יותר ממה שהוא מוכן להודות. ובכל זאת מתעקש לשכנע את ההורים. בשביל מה? מה הלחץ? איזה הגיון רפואי מצדיק את המהלך הזה? מה אתם חייבים לפייזר? ",2
חתן פרס נובל אחר חזה שלא יהיו בארץ יותר מעשרה נפטרים מקורונה,1
"ברכות למתנגדי החיסונים, מכחישי הקורונה ומגדפי התו הירוק בישראל: הטרנד המחליא שהתחלתם עם הטלאי הצהוב הגיע עד בריטניה. זה לונדון, אתמול.",1
נתניהו הפר התחייבויותיו לימין בכל תקופת כהונותיו.,0
"אף שלטון לא נהפך לשלטון עריץ לבד. תמיד יש משתפי פעולה. ומשתפי הפעולה, גם אלה ששותקים, למעשה מסכימים עם הרעיון ולא אכפת להם הדרך.",0
אל תתחסנו תראו מה קרה לחני,2
בכיף.  אני שותה אותו  נפגש ב6 אחרי הקורונה.,0
"לי מרגיש דווקא שהחמאס לא רוצה שהם יעזבו את בלפור.  ילדים, מי יכול לענות לי מדוע?",0
כי הם יודעים טוב מאד מאיפה זה בא.,0
"בלי רעש וצלצולים, יאללה תקימו כבר קואליציה. קיבלתם הזדמנות להקים ממשלה על כל צבעיה.. חילונים, דתיים, ערבים, יהודים, שמאל וימין... אפשר וראוי להקים ממשלה כזאת שתביא לאיחוד בעם אחרי שנים של שיסוי ושנאה... אז בלי חרטטות, לכו לעבוד ותביאו את הבשורה. העם, ברובו, אחריכם...",0
"לויט לא יאהב את העקומה של הודו, בינתיים לוגיסטית לפי הספר :)",0
" הכי מרגש זה המעבר המהיר שלך מ""נכס"" ל""נטל"". את מסוכנת כי את מעודדת כאוס ומעודדת הדבקה כי את זו שלחצה לפתוח הכל ומהר. ותודה לגדעון סער שמשך אותך אליו. מקווה שהכישלון שלך מדבק",1
"שתי הכותרות הגדולות שההגמוניה טשטשה השבוע:  א ביבי ניצח את הקורונה, זהו כבר אין צורך אפילו במסכות.  ב קריסתו המוסרית של תיק 4000. קריסה שמבהירה עד כמה אלימות לגלית ורדיפה משפטית הן (ולא מהלך דמוקרטי ראוי) הגורם המרכזי להפלתו של המנהיג מסעיף א' ולעלייתו הלא מוסרית של בנט.",0
車の趣味がいーな,0
פיצה משומר לא תגיע לכתובת הנכונה,0
"הבהרה: חברי המודל לא קוראים להעמיד לדין פלילי אף אדם.  הם כן קוראים להקמת וועדת חקירה ממלכתית אשר תחליט אם ואת מי להעמיד לדין.  הפוסט מטה לא נכתב על ידינו, ושותף שלא על דעתנו.   **השיתוף הוסר**.  לעצם העניין - בג""צ קבע שהאמירה שה-FDA אישר את החיסון היא מטעה.",2
אל תלכו. תקנו באינטרטנט,0
עכשיו זה ברור אמיר אוחנה  השר לביטחון פנים הכושל ביותר במדינת ישראל  התחבא אחרי מחדל במירון  מתחבא עכשיו כשיש פרעות בכל הארץ  שפן  נמושה  צא מהמחילה  תעמוד מול אזרחי ישראל  ותתפטר,0
"אמלק - לינק לרכישה בהמשך.  לפני קצת יותר משנה התחלתי איזה פרויקט קטן בטוויטר, הפרויקט גדל וגדל והתגובות עליו היו טובות ברמה שהפתיע אפילו אותי, חיכיתי לזמן הנכון כדי להוציא את זה החוצה וכל פעם משהו אחר שיבש את התכנית, פעם קורונה פעם מלחמה, עד בסוף הוחלט שיוצאים לדרך וזהו.",0
"כן, כדי להצדיק את הטרוף שעושים והנזק שלו צריך להיות משהו חריג. מלחמות זה חריג והמוות הנמנע ברור. זה לא המקרה פה . אני לא אומר שלא צריך בהכרח לעשות כלום והיה טוב אם המסקנה הייתה להשקיע ביותר רופאים ותקציב כול שנה כדי שיהיה כשיש תחלואה מוגברת (כמו שמשקיעים בטרוף בצבא גם כשלא צריך).",2
פרסם/פרסמה הרגע תמונה,0
וגם כל מיני מומחים והוגי דיעות עם חצאי זקן או שביל באמצע,0
"תודה צביקה!  קריאות העולים המוצדקות הגיעו אלי והצלחנו להרחיב את הקריטריונים - להורי חיילים בודדים, בנות שירות ועולים שילדו.   עם סגירת השמים הכל בוטל, ומאז אני זועקת בכל ועדה ודרך.   כמדינה מעודדת עליה, חיוני להכיר, להבין ולייצר פתרונות לאתגרי העולים, שרק התעצמו במשבר הקורונה!",0
"מתה על התעוזה של אנשים. לי יש תואר שני בביוכימיה בנושא עמידות של חיידקים לתרופות, למדתי על מערכת החיסון ושיטות מחקר וסטטיסטיקה של התחום ועשיתי בעצמי ויכולה לקרוא מחקר, אבל כמובן שאתבטא בזהירות כי אני לא מומחית בחיסונים. מתנגד חיסונים שקרא פוסט בפייסבוק וראה סרטון לעומת זאתתתתת",1
"הוא כבר אביר, אביר השליט, הקיסר והמלך!",0
"אם יש תרופה כל כך מוצלחת באיכילוב, למה לא מקדמים אותה על פני החיסונים? לשם מה צריך לחסן בריאים או כאלו שהוירוס לא משפיע עליהם אם יש תרופה שפותרת את המעטים שכן חולים ונפגעים מהווירוס, לא נשמע יותר הגיוני מלהשקיע כל כך הרבה כסף בבדיקות מיותרות, בקניית חיסונים שלא בטוח שהם טובים ללא",2
"נראה לי שמשרד הבריאות צריך להתחיל לחסן גם מחלימים!!!  שתפו. ורוצו להתחסן, לוקח 28 ימים להיות מחוסנים!",1
תוסיף 16 מנדטים של חרדים שרוצים רק את נתניהו.,0
"למרות שאני מראה לך ששאשא ביטון מזמן כבר לא עם סמכויות להחליט משהו בקשר לקורונה, אתה בוחר להמשיך להאשים אותה. גם אתה כמו ראש הממשלה שלך לא יודע לקחת אחריות, ויותר מזה להאשים אחרים.  וזה בושה  #ביבי_נכשלת",1
אני באמת מעריך אותך. שקלתי אפילו להצביע לך. אבל בפניה שלך נגד לפיד איבדת אותי. אני הולך עם לפיד,0
אני והבן זוג נסענו לאילת!! 😻,0
"אז איך זה בינתיים להיות מחוסן וללכת חופשי בלי מסכה.  אה... עם מסכה עדיין?  נו, אבל כל ארועי התרבות שאתם יכולים להכנס אליהם, והקניונים.  אה, סגור עדיין?  אבל לפחות אפשר להיות רגועים מהאיכונים כי יש לכם פטרו מבידוד.  אה... אין פטור?  הםם... הממשלה פחות מאמינה בכוחות הקסם של החיסון?",2
אין ולא יכולה להיות מדיניות אפס הדבקה. זו הזיה מטומטמת,1
עוד לא עשו כלום. הלילה יתחיל הבלאגן האמיתי מהצד היהודי.לא ישתקו על מה שקרה אתמול בלילה.זה ישרת את המחנה הימני.בעת הזו אסור לנו לחשוב בכלל בכלל על כיוון של מנסור עבאס.עדיף בנט וסער מאשר עבאס יוסי,0
"כשיהיה הכשר לחסן ילדים, כמה זמן לדעתכם יעבור עד שנשמע קריאות לקחת את הילדים מהורים שמסרבים לחסן אותם?",2
"האיגוד לטיפול נמרץ ילדים מוסר לחדשות 12 – כ-70% מהילדים שמתאשפזים במחלקות קורונה, מאושפזים בגלל תאונות דרכים, כוויות או טיפול במחלות רקע כרוניות שאינן קורונה. רק לאחר שהם מגיעים לבית החולים ועוברים בדיקה – מגלים שיש להם קורונה מה זה הדבר הזה? לא משחק בנתונים?",1
אומרים הוא חולה שזה יכול להיות גם קורונה בלי לכתוב במפורש,1
למה זה גרם?,0
מכירת ביטחון המדינה בשביל עמלות לבן דוד זה לא שתי חמגשיות (אני עושה את זה נכון?),0
" אנחנו אומרים את זה כבר חודשיים. למה היהנצריך לחכות למנכ""ל פייזר...",1
"אף עיתונאי לא הסכים לפרסם, כיצד ייתכן שמנכ״ל,משרד הבריאות,חזי לוי מאשר ב8.12 את השימוש בחיסון בישראל על סמך היתר החירום של הFDA,שלושה ימים לפני שהFDA בעצמו מאשר את היתר השימוש ב11.12. זה המסמך שנשלח לעו״ד  מהלשכה המשפטית של מ.הבריאות במסגרת הדרישה לתיקון ההטעיות שלהם",2
"כן רק שזה לא מה שהוא אמר. הוא גם לא תמך במלחמה בעיראק. הוא כן מתייחס למורכבות של המצב וטוען שצריך לפתור אותו, ולאו דווקא בסבבי אלימות שבהם ישראל גורמת יותר נזק. יש יותר מורכבות לדברים מאשר בעדינו-נגדנו.",0
"  אני עוד עלול לחשוב שכשהציגו מקרה של ילד ""חולה קשה"" הסבירו מה ההגדרה (האם זה בכלל קוביד19, או חולה קשה מסיבה אחרת בזמן שהוא חיובי לקורונה), ונתנו קונטקסט עם הסיכוי של ילדים להיות חולים קשים במחלות אחרות... ",2
פרויקטור השיימינג עושה פיילוט לקראת חיסוני הילדים,2
"זה היה נכון אם היה מדובר במפלגה או אידיאולוגיה ולא בחבורה שמתנהגת כמו ארגון פשע. רק שקד, סגל ומי ששלח לסגל את ההקלטה יודעים מה לא נחשף בהקלטות שפורסמו. סביר להניח שיש פה גם מנוף מסויים עליה.",0
אחד הלך לקבל חיסון נגד קורונה וביקש שאם שמים לו את השבב שישימו לו גם סינון של נטפרי קיבל את החיסון חזר הביתה ורואה את אשתו במטושטש ..,1
מה עם מי שהתחסן פעמיים ולא מוכן להמשיך עם הזריקות? יש סכנה בלהפסיק לקחת תחיסון?,1
אם הבנים שמחה 😜,0
"פריג' מלך,קובי אריאלי לעומת זאת מהווה דוגמא חיה לתופעת האפס המוחלט.",0
"ספורטאי שהחלים מקוביד (די בקלות כנראה, נבדק ונמצא עם נוגדנים) - חוסן ונאלץ לפרוש בשל תופעות לוואי חמורות מהחיסון לדבריו. ״הרשת״ מפזרת את ההפגנה ... מדבררת את ארגון הבריאות העולמי - הכל בטוח אין מה לראות כאן",2
"ממילא לא רחוק משם, בניות, יש את רחוב בורלא",0
"אני מבקש להדגיש את זה שוב: בי״ח שיבא מודה בפה מלא שאין מחקר אודות השפעות החיסון על האם והעובר בעולם וכי בישראל למעשה, בשל עידוד נשים בהריון להתחסן, בפעם הראשונה בעולם מתבצע מחקר כזה. על בסיס התוצאות של המחקר הזה ימליצו לעולם האם כדאי לחסן נשים בהריון.  תתנו להכרה הזו לשקוע.",2
שמישהו יסביר לי כיצד באנגליה שם חוסנו פעמיים רק 25% מהאוכלוסיה יש 0 מתים היום? אולי מספיק לחסן רק 25% או שאולי אין קשר בין החיסונים לדעיכת הגל (כמו למשל בירדן או פורטוגל).,1
אי אפשר יש שם קורונה,1
"צמיד רומי-מצרי עם סוגר בצורת מקדש. המאה ה - 4 לספירה. אלכסנדריה, מצרים. #ארכיאולוגיה_אונליין",0
